Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell,Rings,Maturity_Level,Random_Index,Biological_Variation
I,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,7,mature,92,-0.39214
I,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,9,mature,78,0.29503
I,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9,mature,35,-0.68684
I,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,8,mature,19,2.14933
I,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,9,mature,99,-0.06
I,0.515,0.405,0.13,0.573,0.213,0.134,0.195,9,mature,34,0.05241
I,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8,mature,8,-0.6188
I,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10,mature,5,-2.09494
F,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10,mature,7,-0.2892
I,0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,9,mature,89,0.47881
I,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9,mature,19,0.11452
M,0.52282,0.41,0.13925,0.82543,0.346,0.173,0.215,9,mature,43,-0.42348
I,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,11,aged,59,0.04984
M,0.52282,0.405,0.13925,0.82543,0.336,0.156,0.19,7,mature,95,0.14725
I,0.52282,0.45,0.13925,0.82543,0.3655,0.148,0.2595,10,mature,31,-0.22081
M,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9,mature,41,-0.2655
F,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,10,mature,60,0.41909
I,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,10,mature,5,1.40747
I,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,8,mature,77,0.04575
I,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,9,mature,14,0.52795
I,0.555,0.43,0.15,0.783,0.345,0.1755,0.247,9,mature,39,1.17379
I,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9,mature,38,-0.30351
I,0.575,0.44,0.15,0.983,0.486,0.215,0.239,8,mature,7,-0.35771
F,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11,aged,65,2.29096
F,0.52282,0.465,0.13925,0.82543,0.4325,0.2145,0.2845,10,mature,14,0.43677
I,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9,mature,24,-0.36713
M,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,8,mature,46,0.89581
I,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,10,mature,64,-0.02062
F,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10,mature,95,0.89139
F,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10,mature,88,-0.28824
F,0.595,0.45,0.165,1.081,0.49,0.2525,0.279,12,aged,90,-2.29652
M,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10,mature,41,-1.9492
F,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10,mature,60,0.90208
M,0.605,0.49,0.165,1.1245,0.492,0.222,0.3555,11,aged,82,-0.48992
F,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10,mature,58,0.73566
M,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,10,mature,94,-0.28908
F,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9,mature,54,-0.9831
M,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,11,aged,31,-0.38464
M,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11,aged,95,-0.88469
M,0.62,0.525,0.155,1.085,0.454,0.1965,0.35,10,mature,7,-0.87631
I,0.52282,0.47,0.13925,0.82543,0.447,0.171,0.284,11,aged,12,-0.82218
M,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10,mature,76,-0.99035
F,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,14,aged,60,-0.17194
I,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,11,aged,21,-1.87832
I,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11,aged,28,-0.16661
F,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9,mature,51,0.98956
M,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13,aged,55,0.19842
M,0.52282,0.51,0.13925,0.82543,0.6445,0.296,0.425,12,aged,58,0.45521
M,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11,aged,7,-0.36772
M,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399,11,aged,39,1.15441
M,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,10,mature,21,0.04177
F,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,10,mature,82,0.00087
M,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,12,aged,92,-0.43832
F,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10,mature,87,0.75255
M,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,11,aged,56,0.54593
F,0.66,0.53,0.17,1.431,0.622,0.309,0.398,10,mature,63,0.81929
M,0.66,0.51,0.18,1.261,0.5,0.2335,0.339,10,mature,79,1.86579
F,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,11,aged,13,0.1699
F,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11,aged,28,-1.3588
M,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11,aged,18,-1.79469
F,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,9,mature,46,1.66793
F,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,11,aged,88,2.04667
M,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11,aged,57,0.19267
F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9,mature,84,-0.59497
M,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,10,mature,80,-0.84653
M,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11,aged,54,-0.2003
M,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11,aged,89,-1.70377
F,0.705,0.53,0.17,1.564,0.612,0.394,0.44,10,mature,71,-0.12939
F,0.725,0.56,0.185,1.792,0.873,0.367,0.435,11,aged,10,-0.55569
I,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255,7,mature,88,-0.92542
I,0.36,0.25,0.115,0.465,0.21,0.1055,0.128,7,mature,49,1.00315
I,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,7,mature,36,-0.42896
F,0.38,0.32,0.115,0.6475,0.323,0.1325,0.164,7,mature,10,0.74201
M,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,9,mature,65,0.1072
I,0.465,0.36,0.105,0.452,0.22,0.159,0.1035,9,mature,35,1.01802
I,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,9,mature,76,0.5393
F,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7,mature,94,0.16905
M,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9,mature,12,1.17556
I,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,8,mature,96,0.91404
M,0.52282,0.4,0.13925,0.82543,0.3445,0.157,0.185,7,mature,77,-0.3927
I,0.52282,0.375,0.13925,0.82543,0.3845,0.156,0.255,10,mature,45,-0.72303
M,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9,mature,43,-2.49401
M,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9,mature,37,0.47615
F,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9,mature,74,0.05429
F,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10,mature,86,0.36979
M,0.605,0.455,0.16,1.1215,0.533,0.273,0.271,10,mature,60,-0.46535
M,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,10,mature,38,-1.53563
M,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9,mature,27,0.46839
M,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10,mature,1,0.22036
M,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,9,mature,72,-1.17179
F,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9,mature,36,0.64982
F,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,9,mature,75,1.36083
F,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,11,aged,46,-0.12461
F,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12,aged,44,0.27248
F,0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,13,aged,2,-2.06117
F,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,12,aged,26,0.41094
I,0.275,0.205,0.065,0.101,0.041,0.021,0.034,5,mature,84,0.97744
I,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5,mature,56,1.51482
I,0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,7,mature,28,-0.98011
I,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6,mature,86,0.02292
I,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,6,mature,49,-1.67909
I,0.43,0.33,0.095,0.32,0.118,0.065,0.123,7,mature,5,-0.53467
I,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,8,mature,15,0.19049
I,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7,mature,93,-1.22512
I,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8,mature,74,0.6046
I,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8,mature,27,-0.63415
I,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,8,mature,40,0.30474
I,0.52282,0.395,0.13925,0.82543,0.234,0.127,0.165,8,mature,52,-0.73672
I,0.515,0.39,0.12,0.565,0.235,0.135,0.179,9,mature,16,-0.13967
I,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,10,mature,84,-1.56065
I,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9,mature,37,1.05202
M,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9,mature,13,1.722
M,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22,9,mature,93,0.42672
M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10,mature,31,0.20539
I,0.53,0.395,0.115,0.475,0.2025,0.101,0.148,8,mature,94,-0.70512
I,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11,aged,23,0.70816
I,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,10,mature,94,-1.04951
I,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9,mature,24,-1.00869
F,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,10,mature,61,0.9865
M,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10,mature,24,-1.14227
M,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,9,mature,78,0.55807
F,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9,mature,22,-0.59479
I,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9,mature,30,-1.43582
I,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10,mature,95,-0.48678
M,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9,mature,2,0.0061
F,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9,mature,67,0.48501
I,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,9,mature,5,-0.94765
M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8,mature,21,0.57907
F,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,13,aged,64,0.79274
M,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9,mature,37,-1.13977
I,0.59,0.45,0.125,0.86,0.437,0.1515,0.245,9,mature,15,1.6741
M,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10,mature,13,0.50845
M,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10,mature,36,1.60518
M,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10,mature,23,-1.66344
F,0.62,0.5,0.175,1.107,0.4895,0.24,0.343,11,aged,14,2.31133
I,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,12,aged,85,0.41679
M,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11,aged,13,1.05029
M,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9,mature,24,-1.86377
M,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10,mature,33,1.24678
M,0.63,0.49,0.16,1.09,0.407,0.224,0.354,12,aged,79,0.02449
F,0.63,0.475,0.15,1.072,0.433,0.2975,0.315,8,mature,26,-0.42632
F,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10,mature,79,-1.58432
F,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10,mature,61,0.21126
F,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11,aged,28,0.10977
F,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13,aged,94,-0.47688
F,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,14,aged,8,-0.02793
M,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,10,mature,32,-0.75569
M,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,12,aged,18,0.0179
F,0.675,0.54,0.21,1.593,0.686,0.318,0.45,11,aged,42,-0.46845
M,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13,aged,45,-0.28232
F,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10,mature,60,1.31425
F,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11,aged,19,-0.77708
I,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6,mature,94,1.15266
I,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7,mature,22,-1.31258
I,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,7,mature,66,0.55846
M,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9,mature,28,-1.4324
I,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8,mature,34,0.22226
F,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8,mature,91,0.71582
M,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10,mature,23,0.83237
F,0.52,0.375,0.135,0.5375,0.221,0.117,0.17,8,mature,86,0.5092
I,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8,mature,70,0.2972
F,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,12,aged,56,1.8043
I,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8,mature,39,-1.28374
I,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,6,mature,23,2.51196
I,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8,mature,28,1.15287
M,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8,mature,8,1.22496
M,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8,mature,7,-1.19288
M,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9,mature,41,0.63334
M,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8,mature,74,-0.5647
M,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10,mature,66,-1.38894
M,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10,mature,11,0.31041
F,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,9,mature,6,0.24207
F,0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9,mature,10,-0.29961
M,0.62,0.46,0.17,1.127,0.535,0.2635,0.296,7,mature,94,0.4186
M,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11,aged,69,-0.72172
F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10,mature,62,1.05316
M,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,11,aged,48,-1.25718
M,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11,aged,60,1.30081
F,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12,aged,99,-2.06018
M,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,14,aged,76,-2.49339
F,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,10,mature,51,-0.1256
F,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14,aged,43,0.57247
M,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11,aged,78,0.08359
M,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6,mature,39,-0.94598
F,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7,mature,66,-0.5087
M,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9,mature,94,-0.35461
I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,8,mature,21,-1.33654
M,0.52,0.425,0.125,0.79,0.372,0.205,0.19,8,mature,70,-1.17679
F,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9,mature,9,-2.23961
M,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11,aged,64,-0.69197
F,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9,mature,47,-0.14855
M,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14,aged,24,-0.35857
M,0.455,0.35,0.105,0.416,0.1625,0.097,0.145,11,aged,87,0.38394
I,0.37,0.275,0.085,0.2045,0.096,0.056,0.08,6,mature,64,1.14831
M,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9,mature,58,0.2166
F,0.675,0.535,0.22,1.604,0.6175,0.4255,0.453,14,aged,3,0.54562
M,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6,mature,97,0.6059
F,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7,mature,45,0.46375
M,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10,mature,95,-0.5219
M,0.55,0.41,0.15,0.785,0.282,0.186,0.275,12,aged,45,0.05751
F,0.57,0.465,0.155,0.9685,0.446,0.261,0.255,9,mature,31,-1.08987
F,0.485,0.4,0.155,0.731,0.236,0.183,0.255,11,aged,54,0.52621
M,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8,mature,69,0.71338
I,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9,mature,6,0.36736
F,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12,aged,44,-0.98399
F,0.57,0.44,0.19,1.018,0.447,0.207,0.265,9,mature,82,-0.58275
F,0.55,0.465,0.15,1.082,0.3575,0.194,0.19,14,aged,87,-1.32085
F,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,14,aged,27,0.57027
M,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,10,mature,32,1.32898
I,0.32,0.235,0.065,0.1385,0.058,0.0225,0.05,5,mature,2,-0.51449
F,0.525,0.43,0.165,0.717,0.289,0.1745,0.195,10,mature,82,0.63152
F,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,15,aged,88,0.1408
F,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8,mature,19,-0.06976
F,0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9,mature,60,0.98122
M,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15,aged,9,1.14371
F,0.45,0.36,0.11,0.447,0.203,0.082,0.13,12,aged,98,-0.25826
F,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9,mature,50,-0.18808
I,0.33,0.25,0.075,0.1405,0.056,0.035,0.05,5,mature,76,-1.29438
F,0.525,0.41,0.15,0.708,0.274,0.151,0.25,12,aged,13,0.63665
M,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9,mature,39,-1.22979
F,0.645,0.5,0.225,1.626,0.587,0.4055,0.41,15,aged,47,-0.63479
M,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10,mature,3,1.49372
F,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15,aged,90,-0.86303
I,0.38,0.3,0.1,0.286,0.1305,0.056,0.09,7,mature,3,-0.14529
F,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,10,mature,18,-1.17631
F,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15,aged,46,1.29973
M,0.54,0.425,0.12,0.817,0.2945,0.153,0.195,10,mature,88,-0.43874
I,0.29,0.225,0.075,0.152,0.071,0.059,0.045,9,mature,8,0.05062
I,0.41,0.33,0.105,0.335,0.1525,0.074,0.11,7,mature,69,-1.27863
F,0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,7,mature,84,1.78856
F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9,mature,26,-0.45792
F,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12,aged,94,0.45399
M,0.62,0.5,0.2,1.221,0.4605,0.263,0.43,12,aged,83,0.49429
F,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12,aged,57,0.95518
F,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13,aged,99,-1.15891
I,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9,mature,57,-1.16977
M,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12,aged,96,0.52772
F,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13,aged,39,-0.96349
M,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14,aged,98,-1.37187
F,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10,mature,46,1.20284
M,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,15,aged,38,-1.25527
F,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12,aged,8,-0.91882
M,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,6,mature,13,0.98838
M,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4,young,61,-0.05424
I,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13,aged,91,-0.67939
I,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,9,mature,42,-1.55326
F,0.455,0.375,0.125,0.458,0.1985,0.111,0.12,10,mature,40,-0.16293
M,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,13,aged,88,-0.80415
I,0.355,0.27,0.1,0.216,0.083,0.037,0.075,10,mature,73,-1.36408
I,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15,aged,55,0.85983
I,0.54,0.4,0.145,0.757,0.315,0.181,0.215,11,aged,2,1.70446
I,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11,aged,38,1.10024
F,0.52,0.41,0.16,0.712,0.2845,0.153,0.225,10,mature,28,0.50302
I,0.52282,0.46,0.13925,0.82543,0.4335,0.226,0.33,13,aged,4,-0.06924
I,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11,aged,13,-0.25444
M,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8,mature,4,-1.07327
M,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10,mature,1,-0.15676
I,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10,mature,52,1.14423
M,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12,aged,66,0.34144
F,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8,mature,45,0.49342
I,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14,aged,70,-1.4307
I,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12,aged,27,2.16881
F,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,11,aged,28,-1.11742
M,0.52,0.41,0.115,0.77,0.263,0.157,0.26,11,aged,89,-0.62191
F,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13,aged,6,1.40729
M,0.53,0.425,0.11,0.739,0.237,0.161,0.295,13,aged,52,-0.66018
F,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10,mature,80,0.64647
M,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14,aged,58,-0.29539
M,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11,aged,94,1.98487
F,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15,aged,50,-1.24911
F,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11,aged,65,1.07606
M,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14,aged,40,-0.71611
M,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13,aged,63,1.1233
F,0.52282,0.4,0.13925,0.82543,0.2855,0.1975,0.23,12,aged,98,0.48388
F,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,13,aged,76,0.13813
F,0.53,0.425,0.13,0.717,0.2115,0.166,0.255,13,aged,52,1.73359
F,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13,aged,95,-0.35591
I,0.315,0.235,0.08,0.18,0.08,0.045,0.047,5,mature,97,-0.63448
I,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,8,mature,61,-0.36383
M,0.485,0.385,0.105,0.556,0.296,0.104,0.133,7,mature,54,-0.95012
I,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9,mature,85,-0.8632
F,0.515,0.395,0.14,0.686,0.281,0.1255,0.22,12,aged,88,0.2859
F,0.52282,0.44,0.13925,0.82543,0.4935,0.1855,0.263,10,mature,33,-1.40841
F,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9,mature,80,0.85262
F,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11,aged,74,-1.72303
M,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11,aged,9,0.02647
I,0.27,0.205,0.075,0.118,0.059,0.031,0.0305,4,young,41,-1.17152
I,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5,mature,44,-0.69062
I,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6,mature,77,0.8865
I,0.295,0.22,0.065,0.1295,0.052,0.028,0.035,6,mature,85,0.24691
I,0.315,0.23,0.07,0.164,0.0625,0.04,0.045,6,mature,68,-0.26274
I,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08,6,mature,21,-0.86967
I,0.38,0.3,0.09,0.277,0.1655,0.0625,0.082,6,mature,1,-1.18758
I,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,6,mature,4,0.59391
I,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,6,mature,81,1.96925
M,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8,mature,24,0.90326
I,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,7,mature,39,-0.75922
I,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,8,mature,28,-1.60011
I,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,6,mature,14,0.29333
I,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,7,mature,23,-0.12293
I,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7,mature,98,-0.26664
M,0.485,0.39,0.12,0.599,0.251,0.1345,0.169,8,mature,94,-1.08599
M,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,6,mature,49,-0.62432
F,0.525,0.41,0.115,0.7745,0.416,0.163,0.18,7,mature,63,-1.50087
M,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,8,mature,90,0.11233
I,0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,6,mature,43,0.90248
F,0.585,0.45,0.125,0.874,0.3545,0.2075,0.225,6,mature,65,-0.92957
M,0.52282,0.465,0.13925,0.82543,0.6245,0.2455,0.33,10,mature,51,-0.58248
M,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11,aged,44,-0.02271
F,0.645,0.525,0.17,1.37,0.6135,0.283,0.34,10,mature,65,1.72535
F,0.655,0.545,0.185,1.759,0.6865,0.313,0.547,11,aged,99,0.48833
M,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,8,mature,56,-0.69956
F,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11,aged,62,-2.10277
M,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10,mature,57,2.32711
M,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,9,mature,66,0.44186
